Entfernung [m],Höhenunterschied [m],Zeit [s],Geschwindigkeit [m/s],Geschwindigkeit [km/h]
6.868925,-3.000000,1.000000,6.868925,24.728132
7.195464,-2.200000,1.000000,7.195464,25.903669
7.078462,-3.000000,1.000000,7.078462,25.482464
6.522099,-2.600000,1.000000,6.522099,23.479556
6.583360,-2.000000,1.000000,6.583360,23.700095
6.890059,-1.800000,1.000000,6.890059,24.804213
7.607032,-1.600000,1.000000,7.607032,27.385314
7.264943,-2.600000,1.000000,7.264943,26.153794
7.086402,-2.400000,1.000000,7.086402,25.511047
7.124889,-3.200000,1.000000,7.124889,25.649602
7.000132,-3.200000,1.000000,7.000132,25.200473
7.091341,-2.200000,1.000000,7.091341,25.528827
7.274914,-3.200000,1.000000,7.274914,26.189691
7.762490,-3.200000,1.000000,7.762490,27.944965
6.959624,-4.000000,1.000000,6.959624,25.054647
7.349449,-2.800000,1.000000,7.349449,26.458016
7.748397,-4.000000,1.000000,7.748397,27.894231
6.503381,-3.000000,1.000000,6.503381,23.412171
6.714448,-3.600000,1.000000,6.714448,24.172013
6.195282,-0.800000,1.000000,6.195282,22.303014
5.322320,-1.200000,1.000000,5.322320,19.160351
5.443751,-1.400000,1.000000,5.443751,19.597504
5.289492,-0.400000,1.000000,5.289492,19.042172
7.607982,-1.200000,2.000000,3.803991,13.694368
6.562632,-0.800000,2.000000,3.281316,11.812737
7.253529,-0.600000,2.000000,3.626764,13.056352
6.006099,-0.400000,5.000000,1.201220,4.324391
5.887454,0.000000,2.000000,2.943727,10.597416
6.202682,-1.600000,64.000000,0.096917,0.348901
6.018006,-1.400000,1.000000,6.018006,21.664821
7.617787,-1.400000,1.000000,7.617787,27.424032
7.632648,-2.000000,1.000000,7.632648,27.477534
8.018439,-2.200000,1.000000,8.018439,28.866382
7.363015,-1.400000,1.000000,7.363015,26.506855
10.775800,-1.600000,1.000000,10.775800,38.792879
10.707848,-1.400000,2.000000,5.353924,19.274126
5.710785,-1.800000,1.000000,5.710785,20.558826
17.011772,-2.200000,2.000000,8.505886,30.621190
16.006548,-2.000000,2.000000,8.003274,28.811786
8.496506,-2.000000,1.000000,8.496506,30.587421
8.387967,-2.200000,1.000000,8.387967,30.196680
8.297856,-1.600000,1.000000,8.297856,29.872280
7.996149,-1.600000,1.000000,7.996149,28.786138
8.395420,-1.600000,1.000000,8.395420,30.223511
7.982291,-1.400000,1.000000,7.982291,28.736249
8.561386,-3.200000,1.000000,8.561386,30.820990
7.374601,-1.200000,1.000000,7.374601,26.548562
